Trial:	/storage/6106-A415/SensorData/Down_Pocket_D8_accelerometer_t46.txt
Phone/Tablet Model:	HUAWEI FLA-LX2

Sensor Information
Name:	STMicroelectronics accelerometer-lis3dh
Maximum Range:	78.4532m/s²
Resolution:	0.009576807m/s²

Generated by SensorData, Version1.8.0.0
Author: Vipul Lugade
Email: SensorDataHelp@gmail.com
Website: www.matlabgeeks.com

Time	X	Y	Z
1607706049349	-3.179499864578247	-8.523358345031738	2.145204782485962
1607706049369	-3.179499864578247	-8.485051155090332	2.145204782485962
1607706049389	-3.064578056335449	-8.753201484680176	2.2218191623687744
1607706049408	-2.9879636764526367	-8.59997272491455	2.2601263523101807
1607706049428	-3.064578056335449	-8.638279914855957	2.298433542251587
1607706049449	-2.9496564865112305	-8.71489429473877	2.183511972427368
1607706049469	-3.026270866394043	-8.638279914855957	2.183511972427368
1607706049489	-2.911349296569824	-8.753201484680176	2.298433542251587
1607706049509	-2.911349296569824	-8.71489429473877	2.145204782485962
1607706049529	-2.873042106628418	-8.59997272491455	2.183511972427368
1607706049548	-3.026270866394043	-8.638279914855957	2.0685901641845703
1607706049569	-2.9879636764526367	-8.676587104797363	2.183511972427368
1607706049589	-2.9496564865112305	-8.638279914855957	2.183511972427368
1607706049609	-3.064578056335449	-8.71489429473877	2.145204782485962
1607706049629	-2.9879636764526367	-8.676587104797363	2.1068975925445557
1607706049649	-3.026270866394043	-8.561665534973145	2.1068975925445557
1607706049669	-3.064578056335449	-8.59997272491455	2.183511972427368
1607706049688	-3.026270866394043	-8.523358345031738	2.0685901641845703
1607706049709	-3.141192674636841	-8.59997272491455	2.0685901641845703
1607706049728	-3.026270866394043	-8.59997272491455	2.2218191623687744
1607706049749	-2.873042106628418	-8.561665534973145	2.145204782485962
1607706049769	-2.873042106628418	-8.676587104797363	2.145204782485962
1607706049789	-3.026270866394043	-8.868123054504395	2.145204782485962
1607706049809	-2.9879636764526367	-8.983044624328613	1.9919757843017578
1607706049832	-2.911349296569824	-8.944737434387207	1.8770540952682495
1607706049849	-2.6815059185028076	-8.71489429473877	2.030282974243164
1607706049870	-2.6815059185028076	-8.676587104797363	2.030282974243164
1607706049889	-2.6815059185028076	-8.59997272491455	2.1068975925445557
1607706049909	-2.719813108444214	-8.59997272491455	2.030282974243164
1607706049929	-2.75812029838562	-8.676587104797363	2.1068975925445557
1607706049949	-2.719813108444214	-8.829815864562988	2.2601263523101807
1607706049969	-2.7964274883270264	-8.59997272491455	2.183511972427368
1607706049989	-2.5665841102600098	-8.40843677520752	2.145204782485962
1607706050009	-2.604891538619995	-6.952761650085449	2.2218191623687744
1607706050029	-2.5665841102600098	-5.114014625549316	2.911349296569824
1607706050049	-2.719813108444214	-5.880159378051758	2.5665841102600098
1607706050069	-2.4133553504943848	-6.646304130554199	2.3750481605529785
1607706050089	-2.6431987285614014	-6.607996463775635	2.5282769203186035
1607706050109	-2.1068975925445557	-7.029376029968262	1.8387469053268433
1607706050130	-2.183511972427368	-7.297526836395264	2.0685901641845703
1607706050149	-2.1068975925445557	-7.144298076629639	2.5665841102600098
1607706050169	-2.2218191623687744	-7.987056732177734	1.723825216293335
1607706050189	-2.6815059185028076	-9.366117477416992	1.1492167711257935
1607706050208	-2.8347349166870117	-8.944737434387207	1.2258312702178955
1607706050229	-2.7964274883270264	-7.795520782470703	0.9576807022094727
1607706050249	-1.1109095811843872	-9.327810287475586	0.3447650372982025
1607706050269	-2.145204782485962	-9.174580574035645	0.07661445438861847
1607706050289	-3.1028854846954346	-9.557653427124023	0.038307227194309235
1607706050309	-3.6774938106536865	-10.821791648864746	0.38307225704193115
1607706050329	-4.098873138427734	-10.745177268981934	0.49799394607543945
1607706050349	-4.711789131164551	-11.396400451660156	0.6512228846549988
