Trial:	/storage/6106-A415/SensorData/Downstair_Imran_Pocket_6_accelerometer_t29.txt
Phone/Tablet Model:	HUAWEI FLA-LX2

Sensor Information
Name:	STMicroelectronics accelerometer-lis3dh
Maximum Range:	78.4532m/s²
Resolution:	0.009576807m/s²

Generated by SensorData, Version1.8.0.0
Author: Vipul Lugade
Email: SensorDataHelp@gmail.com
Website: www.matlabgeeks.com

Time	X	Y	Z
1607603657245	2.145204782485962	-8.561665534973145	0.9193734526634216
1607603657265	2.4133553504943848	-8.33182144165039	1.1875240802764893
1607603657285	2.5282769203186035	-8.638279914855957	0.8044517636299133
1607603657305	2.9496564865112305	-9.825803756713867	0.49799394607543945
1607603657325	2.604891538619995	-9.097966194152832	1.1109095811843872
1607603657345	2.5282769203186035	-8.9064302444458	0.8810662031173706
1607603657365	2.5665841102600098	-9.059659004211426	0.6129156351089478
1607603657385	2.6815059185028076	-9.097966194152832	0.7661445140838623
1607603657405	2.75812029838562	-9.327810287475586	0.7661445140838623
1607603657425	2.4133553504943848	-9.289502143859863	0.689530074596405
1607603657445	2.2601263523101807	-9.097966194152832	0.4596867263317108
1607603657465	2.4133553504943848	-8.485051155090332	0.8044517636299133
1607603657485	2.604891538619995	-8.485051155090332	0.8427590131759644
1607603657505	2.5665841102600098	-8.370129585266113	0.727837324142456
1607603657525	2.6815059185028076	-8.868123054504395	0.6512228846549988
1607603657545	2.8347349166870117	-9.02135181427002	0.727837324142456
1607603657565	2.873042106628418	-9.059659004211426	0.8427590131759644
1607603657585	3.026270866394043	-8.791508674621582	0.689530074596405
1607603657605	3.179499864578247	-7.297526836395264	0.8044517636299133
1607603657625	3.332728862762451	-7.105990409851074	1.2641384601593018
1607603657645	3.1028854846954346	-6.301538944244385	0.9576807022094727
1607603657665	2.873042106628418	-6.2632317543029785	0.4596867263317108
1607603657685	2.3750481605529785	-5.803544998168945	-0.19153612852096558
1607603657705	0.5363011956214905	-4.5394062995910645	-0.038307227194309235
1607603657725	0.38307225704193115	-5.2672438621521	0.7661445140838623
1607603657745	1.4939818382263184	-8.216899871826172	1.5322890281677246
1607603657765	2.030282974243164	-8.71489429473877	-0.038307227194309235
1607603657785	2.298433542251587	-11.626243591308594	0.0
1607603657805	3.600879430770874	-15.571887969970703	2.873042106628418
1607603657825	2.75812029838562	-16.95094871520996	2.2601263523101807
1607603657845	0.5746083855628967	-14.384364128112793	1.723825216293335
1607603657865	0.1149216815829277	-11.66455078125	1.3407529592514038
1607603657885	0.1149216815829277	-8.59997272491455	1.1109095811843872
1607603657905	0.8427590131759644	-8.370129585266113	0.8810662031173706
1607603657925	1.647210717201233	-9.174580574035645	0.5746083855628967
1607603657945	1.647210717201233	-9.481039047241211	0.6512228846549988
1607603657965	1.1492167711257935	-9.251194953918457	0.9193734526634216
1607603657985	1.3024457693099976	-9.136273384094238	1.1492167711257935
1607603658005	1.2641384601593018	-9.21288776397705	1.072602391242981
1607603658025	1.37906014919281	-9.21288776397705	0.9576807022094727
1607603658045	1.723825216293335	-9.404424667358398	0.9576807022094727
1607603658065	1.800439715385437	-9.404424667358398	0.9576807022094727
1607603658085	1.723825216293335	-9.251194953918457	1.1109095811843872
1607603658105	1.723825216293335	-9.02135181427002	1.1492167711257935
1607603658125	1.647210717201233	-9.21288776397705	1.1875240802764893
1607603658145	1.723825216293335	-9.557653427124023	1.4173674583435059
1607603658165	1.7621324062347412	-9.672574996948242	1.7621324062347412
1607603658185	1.8387469053268433	-9.481039047241211	2.183511972427368
1607603658205	1.9153614044189453	-9.481039047241211	2.4899697303771973
1607603658225	2.183511972427368	-9.442731857299805	2.873042106628418
1607603658245	2.2218191623687744	-9.327810287475586	3.485957622528076
1607603658265	2.4899697303771973	-9.174580574035645	4.750096321105957
1607603658285	2.6815059185028076	-9.442731857299805	6.052541732788086
1607603658305	2.030282974243164	-9.749189376831055	5.1331682205200195
1607603658325	1.0342950820922852	-9.787496566772461	0.8810662031173706
1607603658345	1.1492167711257935	-9.557653427124023	0.4213795065879822
1607603658365	1.6089035272598267	-9.366117477416992	1.9919757843017578
1607603658385	1.3407529592514038	-8.868123054504395	3.9456443786621094
1607603658405	1.6855180263519287	-8.178592681884766	4.520252704620361
1607603658425	2.1068975925445557	-7.527369976043701	3.754108190536499
1607603658445	2.2218191623687744	-7.259219646453857	2.8347349166870117
1607603658465	1.7621324062347412	-6.799532890319824	2.604891538619995
1607603658485	1.072602391242981	-6.4164605140686035	2.6431987285614014
1607603658505	0.49799394607543945	-5.918466567993164	3.2178070545196533
1607603658525	0.19153612852096558	-5.57370138168335	3.6774938106536865
1607603658545	0.1149216815829277	-5.152322292327881	4.252102375030518
1607603658565	0.6512228846549988	-4.730942726135254	4.750096321105957
1607603658585	1.3024457693099976	-4.3861775398254395	4.9799394607543945
1607603658605	1.2258312702178955	-3.9647979736328125	4.865017890930176
1607603658625	1.4173674583435059	-4.3861775398254395	4.367023944854736
1607603658645	2.030282974243164	-5.841852188110352	3.3710360527038574
1607603658665	4.022258758544922	-7.603984832763672	3.026270866394043
1607603658685	5.822698593139648	-7.833827972412109	3.869029998779297
1607603658705	5.477933406829834	-6.761225700378418	4.711789131164551
1607603658724	3.7158010005950928	-6.033388137817383	4.098873138427734
1607603658745	1.9536685943603516	-5.880159378051758	2.911349296569824
1607603658764	0.727837324142456	-6.9910688400268555	2.5282769203186035
1607603658785	0.038307227194309235	-10.093954086303711	1.2258312702178955
1607603658804	-0.7661445140838623	-11.97100830078125	-0.5363011956214905
1607603658824	-0.8044517636299133	-14.03959846496582	-1.37906014919281
1607603658845	1.4173674583435059	-18.789695739746094	2.3750481605529785
1607603658865	3.179499864578247	-18.48323631286621	6.244078159332275
1607603658885	5.324704647064209	-13.809755325317383	3.600879430770874
1607603658905	4.405331134796143	-10.591948509216309	-2.030282974243164
1607603658925	3.7924153804779053	-11.013327598571777	-1.6089035272598267
1607603658945	1.9153614044189453	-12.200851440429688	-2.0685901641845703
1607603658965	0.19153612852096558	-12.966996192932129	0.5363011956214905
1607603658985	-0.727837324142456	-11.166556358337402	3.6391866207122803
1607603659005	-0.15322890877723694	-9.097966194152832	3.907337188720703
1607603659025	1.37906014919281	-7.105990409851074	1.2641384601593018
1607603659044	2.4133553504943848	-6.493074893951416	-0.9959878921508789
1607603659064	3.332728862762451	-6.339846134185791	-0.49799394607543945
1607603659085	3.907337188720703	-6.378153324127197	1.072602391242981
1607603659105	3.5242648124694824	-5.497087001800537	1.7621324062347412
1607603659125	2.9496564865112305	-5.803544998168945	2.145204782485962
1607603659145	2.4899697303771973	-6.722918510437012	2.3750481605529785
1607603659164	1.647210717201233	-6.646304130554199	2.2601263523101807
1607603659184	1.1109095811843872	-6.607996463775635	2.298433542251587
1607603659205	0.689530074596405	-6.914454460144043	2.873042106628418
1607603659225	1.2641384601593018	-7.067683219909668	1.9919757843017578
1607603659245	2.2601263523101807	-6.5696892738342285	0.7661445140838623
1607603659264	3.294421434402466	-5.841852188110352	-0.6129156351089478
1607603659285	3.600879430770874	-4.2329487800598145	0.2298433631658554
1607603659305	2.8347349166870117	-5.612008571624756	2.6431987285614014
1607603659325	3.1028854846954346	-8.561665534973145	2.911349296569824
1607603659345	3.7158010005950928	-11.434707641601562	3.1028854846954346
1607603659365	4.175487995147705	-13.541604995727539	2.183511972427368
1607603659385	3.294421434402466	-17.717092514038086	1.9153614044189453
1607603659406	0.038307227194309235	-17.640478134155273	5.70777702331543
1607603659425	-0.9576807022094727	-15.725116729736328	8.044517517089844
1607603659445	0.5363011956214905	-14.4226713180542	6.818686485290527
1607603659465	2.3367409706115723	-13.73314094543457	3.7924153804779053
1607603659485	2.604891538619995	-13.043610572814941	1.7621324062347412
1607603659505	1.800439715385437	-10.975020408630371	2.604891538619995
1607603659525	1.6089035272598267	-9.787496566772461	2.5665841102600098
1607603659545	1.1492167711257935	-7.374141216278076	1.5705963373184204
1607603659565	0.9959878921508789	-5.57370138168335	-0.26815059781074524
1607603659585	0.8044517636299133	-4.845864295959473	0.038307227194309235
1607603659605	0.1149216815829277	-3.466804027557373	0.4213795065879822
1607603659624	-0.727837324142456	-2.470816135406494	0.1149216815829277
1607603659645	-0.689530074596405	-2.31758713722229	0.07661445438861847
1607603659665	-0.3064578175544739	-2.3942017555236816	-0.07661445438861847
1607603659685	0.6512228846549988	-3.8498764038085938	-0.6512228846549988
1607603659705	1.8770540952682495	-5.114014625549316	-0.3064578175544739
1607603659725	2.7964274883270264	-5.803544998168945	1.7621324062347412
1607603659745	4.252102375030518	-7.795520782470703	6.052541732788086
1607603659765	3.9456443786621094	-9.979032516479492	12.7946138381958
1607603659785	0.8427590131759644	-9.557653427124023	11.836933135986328
1607603659805	-1.800439715385437	-10.132261276245117	6.856993675231934
1607603659824	-1.2258312702178955	-11.587936401367188	2.75812029838562
1607603659845	-0.19153612852096558	-12.660538673400879	1.9536685943603516
1607603659865	2.030282974243164	-13.656526565551758	-0.1149216815829277
1607603659885	2.9496564865112305	-15.61019515991211	-2.183511972427368
1607603659905	4.6734819412231445	-15.954959869384766	0.9959878921508789
1607603659925	4.6734819412231445	-11.856086730957031	-0.8427590131759644
1607603659945	4.098873138427734	-9.787496566772461	-1.5705963373184204
1607603659965	4.060565948486328	-9.710882186889648	0.689530074596405
1607603659985	3.4093432426452637	-10.553641319274902	1.5322890281677246
1607603660005	1.9153614044189453	-11.013327598571777	1.6089035272598267
1607603660025	0.49799394607543945	-10.898406028747559	1.8387469053268433
1607603660045	0.07661445438861847	-8.446743965148926	1.0342950820922852
1607603660065	-0.3447650372982025	-6.5696892738342285	0.5746083855628967
1607603660085	0.3064578175544739	-5.420472621917725	0.7661445140838623
1607603660105	1.6855180263519287	-5.726930618286133	1.1875240802764893
1607603660125	2.183511972427368	-6.2632317543029785	1.37906014919281
1607603660145	2.1068975925445557	-6.876147270202637	2.1068975925445557
1607603660164	1.9919757843017578	-7.297526836395264	3.869029998779297
1607603660185	2.451662540435791	-7.987056732177734	5.171475887298584
1607603660205	3.064578056335449	-7.910442352294922	6.971915245056152
1607603660225	1.9919757843017578	-7.527369976043701	4.022258758544922
1607603660245	1.2641384601593018	-6.8378400802612305	0.6512228846549988
1607603660265	1.6855180263519287	-5.803544998168945	-1.072602391242981
1607603660284	3.485957622528076	-5.458779811859131	-0.4213795065879822
1607603660304	4.367023944854736	-7.144298076629639	2.719813108444214
1607603660325	4.405331134796143	-7.833827972412109	2.4899697303771973
1607603660345	3.7158010005950928	-8.178592681884766	1.1492167711257935
1607603660364	2.6815059185028076	-9.174580574035645	2.4899697303771973
1607603660385	1.1875240802764893	-9.710882186889648	4.558559894561768
1607603660405	0.6512228846549988	-10.860098838806152	5.286397457122803
1607603660425	1.7621324062347412	-13.924676895141602	5.746084213256836
1607603660444	3.332728862762451	-18.444929122924805	6.627150535583496
1607603660465	0.8427590131759644	-18.521543502807617	6.665457725524902
1607603660485	-1.5705963373184204	-14.537592887878418	4.8267107009887695
1607603660504	-1.7621324062347412	-12.54561710357666	4.022258758544922
1607603660525	-0.5363011956214905	-9.366117477416992	1.8770540952682495
1607603660545	0.6512228846549988	-8.753201484680176	2.4133553504943848
1607603660565	1.6089035272598267	-9.289502143859863	3.44765043258667
