Trial:	/storage/emulated/0/Android/data/com.matlabgeeks.gaitanalyzer/cache/Standing_Imran_Hand_4_gyroscope_t15.txt
Phone/Tablet Model:	Xiaomi Redmi Note 7S

Sensor Information
Name:	BOSCH BMI120 Gyroscope
Maximum Range:	34.906586rad/sec
Resolution:	0.0010681152rad/sec

Generated by SensorData, Version1.8.0.0
Author: Vipul Lugade
Email: SensorDataHelp@gmail.com
Website: www.matlabgeeks.com

Time	X	Y	Z
1607278575215	0.1212310791015625	0.1328277587890625	-0.1261749267578125
1607278575240	0.24267578125	0.02630615234375	-0.13470458984375
1607278575257	0.2469329833984375	0.081695556640625	-0.0494842529296875
1607278575282	0.220306396484375	0.208465576171875	0.0272216796875
1607278575297	0.206451416015625	0.2936859130859375	0.0421295166015625
1607278575317	0.2021942138671875	0.307525634765625	0.02508544921875
1607278575337	0.1766357421875	0.288360595703125	0.016571044921875
1607278575359	0.1297607421875	0.2659912109375	-4.730224609375E-4
1607278575378	0.0871429443359375	0.26171875	-0.0686492919921875
1607278575399	0.01470947265625	0.28729248046875	-0.1751861572265625
1607278575419	-0.0470733642578125	0.3256378173828125	-0.2422943115234375
1607278575442	-0.053466796875	0.3607940673828125	-0.2881011962890625
1607278575459	-0.005523681640625	0.2830352783203125	-0.34881591796875
1607278575479	0.03814697265625	0.16265869140625	-0.43084716796875
1607278575500	0.0637054443359375	0.094482421875	-0.5149993896484375
1607278575520	0.0892791748046875	0.0998077392578125	-0.5416259765625
1607278575542	0.154266357421875	0.117919921875	-0.4233856201171875
1607278575573	0.2469329833984375	0.083831787109375	-0.2923583984375
1607278575581	0.40032958984375	-0.05572509765625	-0.1943511962890625
1607278575602	0.490875244140625	0.1914215087890625	-0.226318359375
1607278575624	0.4546661376953125	0.262786865234375	-0.3115386962890625
1607278575643	0.3513336181640625	0.185028076171875	-0.3094024658203125
1607278575662	0.241607666015625	0.1956787109375	-0.3083343505859375
1607278575682	0.19793701171875	0.2244415283203125	-0.338165283203125
1607278575703	0.199005126953125	0.185028076171875	-0.349884033203125
1607278575725	0.1553192138671875	0.1562652587890625	-0.3679962158203125
1607278575744	0.0338897705078125	0.19781494140625	-0.4010162353515625
1607278575763	-0.1067352294921875	0.2915496826171875	-0.43084716796875
1607278575788	-0.1418914794921875	0.401275634765625	-0.441497802734375
1607278575807	-0.0374908447265625	0.4311065673828125	-0.4105987548828125
1607278575824	0.1020660400390625	0.321380615234375	-0.35308837890625
1607278575845	0.2032623291015625	0.044403076171875	-0.3200531005859375
1607278575864	0.222442626953125	-0.2197723388671875	-0.33709716796875
